Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.910864623204742,-5.841755269041992,5.899642574979339,-3.7355786759750915,9.441182939004503 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.722479552933513,-8.308653720881046,5.273448643624079,-5.801885846944856,9.332024886256085 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,8.513515860676464,-10.783482609078737,4.639819766200162,-7.874155003628857,9.191423242826059 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.288539158573326,-13.264961426673642,3.990782598657063,-9.95388853160813,9.0294784800755 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,8.209333848051433,-13.06554940958046,3.9188785533187344,-9.79264963390915,8.883764567182649 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,8.117410436848884,-12.888692505426598,3.8777503940972339,-9.653257869288439,8.770711312219449 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,8.042998585552608,-12.710689999636092,3.8429135699229848,-9.513282210809678,8.684072474059257 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,7.979733649419822,-12.532781258053959,3.820833758783465,-9.370487275578853,8.612389593563606 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.918184355938492,-12.40516762647808,3.8086694673145304,-9.217632172044432,8.546773880562848 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.859632940870002,-12.278855366383035,3.7981914890041255,-9.064462272922924,8.483056798070642 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,7.801857950593534,-12.15398479161029,3.7893673268083036,-8.910973418005142,8.420166113398125 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.744578351692594,-12.030609084833716,3.781167990385825,-8.757440875902376,8.358057700749768 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.683410383946616,-12.004454845511753,3.7164646420613964,-8.80729856597668,8.295744652035284 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.622640502299585,-11.97930369469194,3.655527337330682,-8.855603498351229,8.232844420323332 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.561638443053008,-11.955579661086027,3.594996277152518,-8.902771085123846,8.169529777445062 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.500543554518687,-11.933154460171309,3.5346905576834048,-8.948704912660788,8.106086006243015 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,7.445075943176673,-11.811439862843383,3.515310131743604,-8.866158690830276,8.043857771653068 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,7.389870324841183,-11.689777333230177,3.4932943734784205,-8.775384200596534,7.9833527260461889 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,7.335775083598027,-11.568090164680483,3.471568998565999,-8.683704807121842,7.924301146354161 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.28259211504116,-11.446412014219723,3.450697283271438,-8.591760022553502,7.866288039492906 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.2226638381261909,-11.447559219837777,3.3999336950600425,-8.59551486325239,7.807658703138079 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.1633867264124169,-11.448671517077475,3.350478792621743,-8.605598512772474,7.747716391041115 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.103584252583587,-11.449825466580835,3.301237299784532,-8.616246844895273,7.686778990209971 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.04350447320068,-11.450976125206969,3.2516602511448697,-8.62704185107441,7.625382784361212 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.9852667153807259,-11.429302388329731,3.1926282892148949,-8.666804289139293,7.564143212197074 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.926952414875612,-11.408753671489386,3.1358474841428007,-8.706995558085169,7.503382071179943 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8689456434432059,-11.389254350713708,3.0796321173188518,-8.746219823817512,7.443087814472255 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.811252150186259,-11.370741682573473,3.0239959864317145,-8.784291010320885,7.383161387369405 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,6.753255570544715,-11.320511023527587,2.999283854501698,-8.727151972088337,7.323403683056836 
 01/01  07:30:00,-10.3,215.5879980222353,1.0,22.819555959623899,1.0,22.819555959623899,215.5879980222353,6.826064195645216,-9.646350565939209,3.2575467340008119,-8.417217428905474,7.284570561218371 
 01/01  07:45:00,-10.15,1058.5392312119832,1.0,109.75755355442667,1.0,109.75755355442667,1058.5392312119832,7.256906010812847,-3.2685830195549059,4.379573548985377,-7.4142103855737109,7.324895874655854 
 01/01  08:00:00,-10.0,1924.8399544048012,1.0,195.8764694434918,1.0,195.8764694434918,1924.8399544048012,7.8023322095996658,3.2033247521129799,5.609796125470439,-6.400307811042467,7.452236838592044 
 01/01  08:15:00,-9.725,2788.1568045040946,1.0,278.97248314719988,1.0,278.97248314719988,2788.1568045040946,8.285158648181378,8.383358666499556,6.851156426538239,-5.512103011278896,7.640918050848893 
 01/01  08:30:00,-9.45,3698.191694964431,1.0,364.91995730569456,1.0,364.91995730569456,3698.191694964431,8.77370746591199,13.457292919911176,8.2231872309643,-4.601424349871763,7.879355866576943 
 01/01  08:45:00,-9.175,4300.2673206835229,1.0,420.35879993239237,1.0,420.35879993239237,4300.2673206835229,9.130272085208338,16.21361613700741,9.131669995357129,-4.033796988979816,8.144719728058936 
 01/01  09:00:00,-8.9,4925.271017558337,1.0,478.00138373643099,1.0,478.00138373643099,4925.271017558337,9.54536606219839,19.20759247569685,10.02495690221042,-3.4537369074154755,8.425809882585972 
 01/01  09:15:00,-8.350000000000002,5563.47927965646,1.0,536.9185644770597,1.0,536.9185644770597,5563.47927965646,9.911688431504344,20.320940269847936,10.951062246480433,-2.827522315689066,8.723211024476079 
 01/01  09:30:00,-7.800000000000001,6223.735720388039,1.0,598.0969199229219,1.0,598.0969199229219,6223.735720388039,10.310808606495442,21.57080027690568,11.893492701799233,-2.1970377925302957,8.864436295587371 
 01/01  09:45:00,-7.25,6656.871608685562,1.0,637.6133352894237,1.0,637.6133352894237,6656.871608685562,10.58540936916732,21.626327847894186,12.574286553541527,-1.7448344567029608,9.137263287025931 
 01/01  10:00:00,-6.7,7083.627635407371,1.0,676.6412284283772,1.0,676.6412284283772,7083.627635407371,10.852121258476356,21.78296815156585,13.196029509986488,-1.2972375354009956,9.339690182213369 
 01/01  10:15:00,-6.275,7502.619881932496,1.0,715.0112779846514,1.0,715.0112779846514,7502.619881932496,11.272408258201868,23.882715426040588,13.889034898539819,-0.6326958075392213,9.806196311550327 
 01/01  10:30:00,-5.85,7911.749570952164,1.0,752.5077794605232,1.0,752.5077794605232,7911.749570952164,11.745884635581831,25.819997640980885,14.633809777418947,0.022920811863286873,10.241931756143672 
 01/01  10:45:00,-5.425,7790.156876744835,1.0,742.5988714321785,1.0,742.5988714321785,7790.156876744835,12.03750419608346,25.671984508249144,14.899639914782029,0.3415297342367012,10.648136259789112 
 01/01  11:00:00,-5.0,7616.415097398768,1.0,727.8169025450712,1.0,727.8169025450712,7616.415097398768,12.315730553076309,25.44392944387949,15.069026197203414,0.6307669655633958,11.008241496930554 
 01/01  11:15:00,-4.575,7317.63187899619,1.0,700.3759009170325,1.0,700.3759009170325,7317.63187899619,12.51623241442518,24.702112137229944,15.098072686456135,0.8728439966506016,11.3182183415142 
 01/01  11:30:00,-4.15,7096.045470548525,1.0,681.6705029034473,1.0,681.6705029034473,7096.045470548525,12.736819538521689,24.37251810531475,15.189632651044235,1.1755105924257805,11.590731153710495 
 01/01  11:45:00,-3.7249999999999998,6229.736928425406,1.0,602.01865277251,1.0,602.01865277251,6229.736928425406,12.65087988124599,21.343821335993476,14.627065533065946,1.0595684354114497,11.801135081053605 
 01/01  12:00:00,-3.3,5087.904404183855,1.0,493.55004396206007,1.0,493.55004396206007,5087.904404183855,12.45636175521294,17.1668547615745,13.62591123007951,0.7221713294138681,11.916715223975905 
 01/01  12:15:00,-3.0249999999999996,4201.063393949559,1.0,412.335026418112,1.0,412.335026418112,4201.063393949559,12.32257936968359,14.323854534735814,12.820604930417176,0.508097120404102,11.956050121875814 
 01/01  12:30:00,-2.75,3076.892122430221,1.0,305.94037763660148,1.0,305.94037763660148,3076.892122430221,11.986770528873425,10.151588975121335,11.635793046646427,0.083564631941897,11.931151481935569 
 01/01  12:45:00,-2.475,2809.0935899127655,1.0,281.0763483922329,1.0,281.0763483922329,2809.0935899127655,11.960728997817027,9.64059760741975,11.358819409825856,0.2320657197502669,11.885245253799863 
 01/01  13:00:00,-2.2,2546.8736709552365,1.0,256.7721209415886,1.0,256.7721209415886,2546.8736709552365,11.921186796979038,9.034430634263935,11.178106232904782,0.4070550573450191,11.845773301069956 
 01/01  13:15:00,-1.9250000000000003,2080.536760270814,1.0,210.73276284570657,1.0,210.73276284570657,2080.536760270814,11.75811734232289,7.488244495382023,10.724861897114693,0.37997369394804539,11.807651474644459 
 01/01  13:30:00,-1.6500000000000002,1848.1882299855229,1.0,189.38488290342594,1.0,189.38488290342594,1848.1882299855229,11.716227322720562,7.086066521122899,10.517081502672113,0.5453709402484037,11.771572637117825 
 01/01  13:45:00,-1.375,1762.648528253172,1.0,179.3940297802914,1.0,179.3940297802914,1762.648528253172,11.70004580328725,7.211005890133432,10.48013031872324,0.7941522803092767,11.739771133897455 
 01/01  14:00:00,-1.1,1676.1315823352277,1.0,169.43349014176136,1.0,169.43349014176136,1676.1315823352277,11.679855735753927,7.311979700464844,10.436014783798499,1.0412090745488172,11.711812478946614 
 01/01  14:15:00,-1.1,1764.2336451764168,1.0,178.15692317953907,1.0,178.15692317953907,1764.2336451764168,11.746112389587232,8.131865340536426,10.544410814306957,1.1723024057752128,11.692422850861686 
 01/01  14:30:00,-1.1,1657.44905719483,1.0,166.40516310952945,1.0,166.40516310952945,1657.44905719483,11.68787158734473,7.7705007258081759,10.430843998484875,1.138695936382419,11.67544719633945 
 01/01  14:45:00,-1.1,1397.5312645024297,1.0,140.8967369711617,1.0,140.8967369711617,1397.5312645024297,11.548760389313364,6.562121648951842,10.10691579314664,0.9639606976678579,11.64881063456405 
 01/01  15:00:00,-1.1,1150.0543343484979,1.0,116.57355796743004,1.0,116.57355796743004,1150.0543343484979,11.427816250959035,5.362164569988589,9.778089358865885,0.7815140049455067,11.602317650388303 
 01/01  15:15:00,-1.1,912.7487358563033,1.0,93.14939272689483,1.0,93.14939272689483,912.7487358563033,11.307573123237449,4.314821537223024,9.4867980962116,0.6875881938789803,11.536233469890677 
 01/01  15:30:00,-1.1,566.636069103818,1.0,57.94047897402063,1.0,57.94047897402063,566.636069103818,11.091505719173144,2.1964439860842486,9.035512805068152,0.465432880066146,11.44419232992811 
 01/01  15:45:00,-1.1,439.3280485110057,1.0,45.38251793443488,1.0,45.38251793443488,439.3280485110057,11.003607505435458,1.5926966496620328,8.830489962488685,0.4602016733347227,11.341032321153675 
 01/01  16:00:00,-1.1,306.6800834820858,1.0,32.02625108222755,1.0,32.02625108222755,306.6800834820858,10.874884088162992,0.7372878337885429,8.645120825441723,0.45597353822569178,11.239731945163666 
 01/01  16:15:00,-1.1,168.21359625367695,1.0,17.762198626050539,1.0,17.762198626050539,168.21359625367695,10.722148584436763,-0.5032870629076821,8.406860594191926,0.3447367245578903,11.138384357737856 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,10.518280959157926,-2.3354865831990119,8.088120040463764,0.09863735463261492,11.023258022229154 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,10.452564289217467,-2.4662009355130247,8.003834123521756,0.14702326483109119,10.910745428549376 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,10.37012073945026,-2.648327543102796,7.960983429445548,0.20948918992365862,10.815720188185758 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.299239760457328,-2.797334171396898,7.861552162091243,0.06960001809329697,10.738263733119643 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,10.234116160340597,-2.9498461863998846,7.776267141283938,-0.06336608569836244,10.67237075725005 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,10.173203267058648,-3.102035776303833,7.695730595922328,-0.1954350628012662,10.61235175127518 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,10.114146985481968,-3.2543930467760679,7.6180221924507809,-0.3268381172553063,10.554874535564038 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,10.077130814761264,-3.120822916487091,7.514785400806204,-0.5412233421169503,10.501600143110256 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.040603199536175,-3.066845473333466,7.427980720644086,-0.7401560016313624,10.454486168469357 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,9.998193965399454,-3.1442248523737525,7.3663967784744959,-0.8715525516533376,10.412244314892286 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.959281280699769,-3.133165829543308,7.283614571453768,-1.0594432071552547,10.371786017108854 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,9.93709672967055,-2.8347805774830419,7.315322029770414,-0.8696026657107723,10.334184676188427 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.914322106694348,-2.5391537863745095,7.343653409516321,-0.6676602856268232,10.30011329223995 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,9.893589885086135,-2.2446361824140288,7.373425934148827,-0.46313070474275266,10.269045510902237 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.87451968225281,-1.9512702463420922,7.405446804562075,-0.25607658565712657,10.240157281040013 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.817227831459422,-2.22101898956175,7.371193203631378,-0.2875181858092901,10.206728703635037 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,9.760707184534079,-2.4314942617081094,7.314829307923958,-0.3610937217731589,10.164201189301929 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9.69171147770945,-2.7605955023952015,7.274931235495387,-0.3754708325746492,10.112113233967222 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,9.617501970673886,-3.1948634905332868,7.235921655264178,-0.35685698452891759,10.052923339122609 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9.606075958370635,-2.728020533793908,7.176887193216089,-0.39242649241174379,9.99944636966655 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,9.58535223501756,-2.41187314444638,7.156691590857577,-0.3901381237468513,9.958532334210572 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.564398366132404,-2.1980631876765566,7.15363209593022,-0.3202748713636083,9.927753778027882 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.547234959704156,-1.9267532572964379,7.144845642722487,-0.29322220551421199,9.901843514343 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.488840754117238,-2.2299604122384459,7.0417009715783369,-0.5616786176017854,9.870305474369529 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,9.432652016715622,-2.534703370181748,6.930050151291653,-0.8491858963218419,9.828419958091783 
