Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.563752920345609,-5.848073794820264,5.268202077001035,-3.5301165261907387,9.080391920716018 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.374008635875296,-8.315070805203586,4.589364850139361,-5.555901207297438,8.969592198497934 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,8.163156869942226,-10.790030243084141,3.9030487604676979,-7.587588020366752,8.826492140940946 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,7.935895746125741,-13.271639275920038,3.201335550173212,-9.626893781923059,8.661500244198138 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,7.855587918794551,-13.072318216489747,3.1380850418274806,-9.471050743319268,8.513389300170492 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,7.76260028820098,-12.895472221932416,3.1016486533181935,-9.33736733535494,8.398910321564282 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,7.687591811234866,-12.717460998044502,3.0718848384658488,-9.202886908233097,8.31156611200109 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,7.624068892320422,-12.539543529634015,3.059016929523125,-9.07530122923697,8.239629969966927 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.56231677754151,-12.412111340622314,3.0499669385525296,-8.913073441531992,8.173906886232944 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.5036757311717559,-12.285992904046755,3.0460051690293428,-8.760349968927415,8.110139644051357 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,7.445837678108244,-12.16132587972789,3.0439760136491715,-8.607439199009207,8.047253361642952 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.388527911380227,-12.038163177465844,3.0425769216649316,-8.454532523711066,7.985205418426424 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.3272504300987679,-12.011793523139687,2.976250223142415,-8.508736422776451,7.922876783237329 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.266354767816561,-11.986439099190953,2.914323185162857,-8.561431900005346,7.8598457338373619 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.2051768147181118,-11.962523184884212,2.852857706948612,-8.613025091094017,7.7963162831555599 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.143872592217288,-11.939915722694,2.791640769930268,-8.663364670634735,7.732615186915373 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,7.088268552458895,-11.818199508441172,2.7766542152984359,-8.584150036559266,7.670189994259206 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,7.032947520122348,-11.696535053893389,2.7585974812350289,-8.496721020269206,7.609577059182592 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,6.978780788132307,-11.57484485532809,2.740772220120732,-8.408298235913947,7.550484887834071 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.925559463251485,-11.453163431686447,2.723803779347975,-8.319566506150523,7.492470471639745 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.865537929236464,-11.454314863361214,2.67396154676112,-8.32452587059879,7.433819597353506 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.806170703451917,-11.455429264395495,2.6256901004571775,-8.335651997527066,7.373817938293363 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.746266613041924,-11.456585798732537,2.577666928323822,-8.347375246179809,7.3127947314646779 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.686078946852078,-11.457738952981897,2.529314379045104,-8.359264772135248,7.251301966289442 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.6277213884140349,-11.435888793869858,2.4693534455419696,-8.403013347788545,7.189933489972974 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.569277152985394,-11.415173970465576,2.4118514778789406,-8.447264684963898,7.129008668124964 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.511125402377739,-11.395516777478134,2.35498750563238,-8.49052360170947,7.0685281247496249 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,6.453278231512102,-11.376853779981039,2.298744418168326,-8.532569889399952,7.008405179348144 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,6.395179633998209,-11.326780640884709,2.27885823618044,-8.47447198043335,6.948526676757139 
 01/01  07:30:00,-10.3,215.5879980222353,1.0,22.819555959623899,1.0,22.819555959623899,215.5879980222353,6.468517276634889,-9.652633957401739,2.5433779241897129,-8.15901891872113,6.909684360112161 
 01/01  07:45:00,-10.15,1058.5392312119832,1.0,109.75755355442667,1.0,109.75755355442667,1058.5392312119832,6.9019820524954629,-3.275468963884815,3.675789254852134,-7.138504608856692,6.950141484979697 
 01/01  08:00:00,-10.0,1924.8399544048012,1.0,195.8764694434918,1.0,195.8764694434918,1924.8399544048012,7.457465284399043,3.2012039133107774,4.910223636564751,-6.105613264231465,7.077445097468377 
